Underground_-_George_Capon (1)_spectrogram.png,Underground,George Capon (1),Pop
Underground_-_George_Capon (2)_spectrogram.png,Underground,George Capon (2),Pop
Underground_-_George_Capon_spectrogram.png,Underground,George Capon,Pop
Until_Tonight_-_Back_On_Earth_spectrogram.png,Until Tonight,Back On Earth,Alternative Rock / Pop Rock
Venetian_Blinds_-_Ping_Pong_Club_spectrogram.png,Venetian Blinds,Ping Pong Club,Indie Pop
Venus_Girl_-_The_Vow_spectrogram.png,Venus Girl,The Vow,Pop
Venu_d'ailleurs_-_Laurent_Danis (1)_spectrogram.png,Venu d'ailleurs,Laurent Danis (1),Instrumental / Ambient
Venu_d'ailleurs_-_Laurent_Danis_spectrogram.png,Venu d'ailleurs,Laurent Danis,Instrumental / Ambient
Vinyl_Blast_-_Am_I_Free_-_Vinyl_Blast_spectrogram.png,Vinyl Blast - Am I Free,Vinyl Blast,Electronic
Vinyl_Blast_-_Don't_Kill_Me_-_Vinyl_Blast (1)_spectrogram.png,Vinyl Blast - Don't Kill Me,Vinyl Blast (1),Electronic
Vinyl_Blast_-_Don't_Kill_Me_-_Vinyl_Blast_spectrogram.png,Vinyl Blast - Don't Kill Me,Vinyl Blast,Electronic
Violent_revenge_-_Darkshine_spectrogram.png,Violent revenge,Darkshine,Electronic / Synthwave
Virus_-_Infraction_spectrogram.png,Virus,Infraction,Electronic
Visitors_-_Linturaven_spectrogram.png,Visitors,Linturaven,Electronic
Vito_De_Curl_-_Bluesy_Bucket_By_the_Rolls (1)_spectrogram.png,Vito De Curl,Bluesy Bucket By the Rolls (1),Blues Rock
Vito_De_Curl_-_Bluesy_Bucket_By_the_Rolls_spectrogram.png,Vito De Curl,Bluesy Bucket By the Rolls,Blues Rock
Vito_De_Curl_-_Droll_spectrogram.png,Vito De Curl,Droll,Rock
Vizio_di_Forma_+_Silente_-_Viziodiforma (1)_spectrogram.png,Vizio di Forma + Silente,Viziodiforma (1),Alternative Rock
Vizio_di_Forma_+_Silente_-_Viziodiforma_spectrogram.png,Vizio di Forma + Silente,Viziodiforma,Alternative Rock
Vlog_Hip_Hop_(Full_Version)_-_Ivan_Ryzhko_spectrogram.png,Vlog Hip Hop (Full Version),Ivan Ryzhko,Hip Hop
Volemos_Juntos_Piano_solo_Instrumental_-_DalCuore_spectrogram.png,Volemos Juntos Piano solo Instrumental,DalCuore,Instrumental Piano
v_etom_momente_-_kbkbts._spectrogram.png,v etom momente,kbkbts.,Boom Bap / Hip Hop


Filename,Song Title,Artist,Genre
Waiting_-_samiebower_(2)_spectrogram.png,Waiting,samiebower (2),Alternative R&B
Wait_Til_Tomorrow_(album_v.)_-_NoSaBe_spectrogram.png,Wait Til Tomorrow (album v.),NoSaBe,Pop
Wake_Up_-_Square_a_Saw_spectrogram.png,Wake Up,Square a Saw,Pop / Future Bass
Walkman_-_SH_MUSIC_(lukhash) (1)_spectrogram.png,Walkman,SH MUSIC (lukhash) (1),Chiptune / Electronic
Walkman_-_SH_MUSIC_(lukhash)_spectrogram.png,Walkman,SH MUSIC (lukhash),Chiptune / Electronic
Walk_Home_-_Parker (1)_spectrogram.png,Walk Home,Parker (1),Indie Rock / Lo-fi
Walk_Home_-_Parker_spectrogram.png,Walk Home,Parker,Indie Rock / Lo-fi
Walk_in_the_row_-_RedSharp_spectrogram.png,Walk in the row,RedSharp,Soul
Wasnt_Enough_(feat._Michelle)_-_Tom_Orlando_spectrogram.png,Wasnt Enough (feat. Michelle),Tom Orlando,Pop / Hip-Hop
Waste_My_Time_-_The_Devil_Music_Co._(2)_spectrogram.png,Waste My Time,The Devil Music Co. (2),Rock
Watered_Down_-_Giovanna_Crescenzo_spectrogram.png,Watered Down,Giovanna Crescenzo,Trap / R&B / Pop
Waves_(Cancer)_-_RENAE_spectrogram.png,Waves (Cancer),RENAE,Pop / R&B
Wave_-_Cam_Milli_(2)_spectrogram.png,Wave,Cam Milli (2),Hip-Hop
Waxstar_-_Atreyu_spectrogram.png,Waxstar,Atreyu,Metalcore / Heavy Metal
Ways_(Storm_is_Near)_-_SINGLETON (1)_spectrogram.png,Ways (Storm is Near),SINGLETON (1),Rock
Ways_(Storm_is_Near)_-_SINGLETON_spectrogram.png,Ways (Storm is Near),SINGLETON,Rock
Way_Downtown_-_PhaZer_(2)_spectrogram.png,Way Downtown,PhaZer (2),Rock / Metal
Weightless_-_freshbodyshop_spectrogram.png,Weightless,freshbodyshop,Rock / Alternative
Weight_On_It_-_FayroMusic_spectrogram.png,Weight On It,FayroMusic,Hip-Hop / Rap
We_got_the_vibes_(_Feat_Fil_Straughan)_-_D_JAY_KOI_spectrogram.png,We got the vibes ( Feat Fil Straughan),D JAY KOI,R&B / Soul / Pop
We_Live_On_Borrowed_Time_-_Songwriterz_(2)_spectrogram.png,We Live On Borrowed Time,Songwriterz (2),Pop
Whashington_Square_(by_Papercut_-_feat._Mike_Ryrie)_-_FeelX_(2)_spectrogram.png,Whashington Square (by Papercut - feat. Mike Ryrie),FeelX (2),Prog Rock / Pop
What_Is_This_Life_For-_Final_Master_-_Michael_C._Jones_(3)_spectrogram.png,What Is This Life For- Final Master,Michael C. Jones (3),Pop
When_I_Fade_Out_-_The_Ambient_Light (1)_spectrogram.png,When I Fade Out,The Ambient Light (1),Ambient / Dream Pop
When_I_Fade_Out_-_The_Ambient_Light_spectrogram.png,When I Fade Out,The Ambient Light,Ambient / Dream Pop
When_I_Saw_You_Dance_-_Sam_Garbett_spectrogram.png,When I Saw You Dance,Sam Garbett,Pop / Indie / Funk
When_Love_Is_Right_-_Songwriterz_(2)_spectrogram.png,When Love Is Right,Songwriterz (2),Pop
When_the_snow_falls..._-_Ralf_G._spectrogram.png,When the snow falls...,Ralf G.,Christmas / Folk
When_You_Kneel_-_Studio_in_the_Sticks_(2)_spectrogram.png,When You Kneel,Studio in the Sticks (2),Rock
White_Knight_-_ebunny_spectrogram.png,White Knight,ebunny,Celtic / Folk
Who_Am_I_-_Rubbish_Rabbits_spectrogram.png,Who Am I,Rubbish Rabbits,Alternative Rock
Wild_Geese_-_Jill_Zimmerman_spectrogram.png,Wild Geese,Jill Zimmerman,Pop
Wing_Man_-_Album_Flight_-_Artist_Dan_Davies_-_Dan_Davies_spectrogram.png,Wing Man - Album Flight - Artist Dan Davies,Dan Davies,Pop / Rock
Winter_-_Carrying_Goodness_spectrogram.png,Winter,Carrying Goodness,Rock
Winter_Dream_-_GoldenAntelope_spectrogram.png,Winter Dream,GoldenAntelope,New Age / Folk
With_You_-_Color_Out_spectrogram.png,With You,Color Out,Rock
World_Is_Mine_-_Anitek_spectrogram.png,World Is Mine,Anitek,Electronic / Hip-Hop
Worth_It_-_Color_Out_spectrogram.png,Worth It,Color Out,Rock
Wrap_-_Tony_VENDDER_(2)_spectrogram.png,Wrap,Tony VENDDER (2),Electronic
Wundersames_Versteckspiel_-_matthesmusic_spectrogram.png,Wundersames Versteckspiel,matthesmusic,Classical
XENEZE_-_XENEZE_-_Hush_spectrogram.png,XENEZE - XENEZE,Hush,Deep House
Yellow_-_Sam_Opoku_spectrogram.png,Yellow,Sam Opoku,Alternative R&B
Yellow_Marine_-_huntclub_spectrogram.png,Yellow Marine,huntclub,Electronic
Yigit_Atilla_-_Love_Frequency_spectrogram.png,Yigit Atilla,Love Frequency,R&B / Soul / Lo-fi
Young_Blood_-_Lo-Fi_Chill_Hip_Hop_(Full_Track_-_No_Vocal)_-_Ronin_Production_spectrogram.png,Young Blood - Lo-Fi Chill Hip Hop (Full Track - No Vocal),Ronin Production,Lo-Fi Hip Hop
Your_Loves_Got_Me_Blinded_-_Noelle_Chiodo (1)_spectrogram.png,Your Loves Got Me Blinded,Noelle Chiodo (1),Pop / Soul
Your_Loves_Got_Me_Blinded_-_Noelle_Chiodo_spectrogram.png,Your Loves Got Me Blinded,Noelle Chiodo,Pop / Soul
Youth_-_Back_On_Earth (1)_spectrogram.png,Youth,Back On Earth (1),Pop-Punk / Emo
Youth_-_Back_On_Earth_spectrogram.png,Youth,Back On Earth,Pop-Punk / Emo
Youth_Alternate_Version_V2.1_-_Back_On_Earth_spectrogram.png,Youth Alternate Version V2.1,Back On Earth,Pop-Punk / Emo
You_-_Giovanna_Crescenzo_spectrogram.png,You,Giovanna Crescenzo,R&B / Pop
You_Can_Do_Anything_-_MyWay_spectrogram.png,You Can Do Anything,MyWay,Pop
You_May_Kill_The_Bride_-_Ianwill_spectrogram.png,You May Kill The Bride,Ianwill,Electronic
You_The_Best_(Remix)_Feat._Young_Redd_-_Young_Keys_of_YRP_spectrogram.png,You The Best (Remix) Feat. Young Redd,Young Keys of YRP,Hip-Hop
You_Were_You_-_Kara_Square_and_Piero_Peluche_spectrogram.png,You Were You,Kara Square and Piero Peluche,Electro Folk Pop
YO_NO_QUIERO_CASARME_-_DURO_MAMBO_(SALSA_-_merengue_-_mambo_-_latin_-_salsa)_-_DURO_MAMBO_spectrogram.png,YO NO QUIERO CASARME - DURO MAMBO (SALSA - merengue - mambo - latin - salsa),DURO MAMBO,Salsa / Latin
Zaranka_-_Space_Jam_spectrogram.png,Zaranka,Space Jam,Electronic
Zarathustra_(Live)_-_SadMe_spectrogram.png,Zarathustra (Live),SadMe,Rock
Zoo_Discovery_-_ARNISOUND_spectrogram.png,Zoo Discovery,ARNISOUND,Pop
Zuzu's_Petals_-_Temperature_Falls_(2)_spectrogram.png,Zuzu's Petals,Temperature Falls (2),Trip-Hop / Alternative Rock
[n]_-_Coastline_spectrogram.png,[n],Coastline,EDM
[n]_-_Dreams_spectrogram.png,[n],Dreams,Electronic
Éclats_de_Vers_-_Rhumantik (1)_spectrogram.png,Éclats de Vers,Rhumantik (1),Pop
Éclats_de_Vers_-_Rhumantik (2)_spectrogram.png,Éclats de Vers,Rhumantik (2),Pop
Éclats_de_Vers_-_Rhumantik_spectrogram.png,Éclats de Vers,Rhumantik,Pop
Øraeth_-_still_falling_spectrogram.png,Øraeth,still falling,Alternative Rock
Адовый_Мужик_-_Вселенная_воина_-__(2117)_spectrogram.png,Адовый Мужик - Вселенная воина,(2117),Rock
Вдвоём_-_Anna_Niagara_(2)_spectrogram.png,Вдвоём,Anna Niagara (2),Pop
Ко$мон@вт_-_Маг_-_S_a_spectrogram.png,Ко$мон@вт - Маг,S a,Electronic
МЯУ_-_SMS_spectrogram.png,МЯУ,SMS,Trap
РТУТЬ_-_Хьюстон_-__(2712) (1)_spectrogram.png,РТУТЬ - Хьюстон,(2712) (1),Pop
РТУТЬ_-_Хьюстон_-__(2712)_spectrogram.png,РТУТЬ - Хьюстон,(2712),Pop


Filename,Song Title,Artist,Genre
01-_Luminiscencia_-_Helen_amp_Shanna_(2)_spectrogram.png,01- Luminiscencia,Helen amp Shanna (2),Electronic / Ambient
03_Double_dream_-_Botanica_magia (1)_spectrogram.png,03 Double dream,Botanica magia (1),Electronic / Dream Pop
03_Double_dream_-_Botanica_magia_spectrogram.png,03 Double dream,Botanica magia,Electronic / Dream Pop
06_Space_dolphins_-_Botanica_magia (1)_spectrogram.png,06 Space dolphins,Botanica magia (1),Electronic / Ambient
06_Space_dolphins_-_Botanica_magia_spectrogram.png,06 Space dolphins,Botanica magia,Electronic / Ambient
09-Puppa_Nadem_feat_Jamanle_-_La_Technique_-_Selecta_Dje_aka_ProphetDje_spectrogram.png,09-Puppa Nadem feat Jamanle - La Technique,Selecta Dje aka ProphetDje,Reggae / Electronic
1._B-eiger_-_Happy!_-_B-eiger_spectrogram.png,1. B-eiger - Happy! - B,eiger,Electronic / Pop
10-Welan_Edvee_-_E.R.P.L.V_-_Welan_Edvee_(3)_spectrogram.png,10-Welan Edvee - E.R.P.L.V,Welan Edvee (3),Electronic
100%_Housegemacht_-_DJ_Soulblade_spectrogram.png,100% Housegemacht,DJ Soulblade,House / Electronic
12_Clear_water_-_Botanica_magia_spectrogram.png,12 Clear water,Botanica magia,Electronic / Ambient
20th_November_1983_-_Hawk_spectrogram.png,20th November 1983,Hawk,Rock
2Inventions_-_0db_-_Adelaide_(8f_Remaster)_spectrogram.png,2Inventions - 0db,Adelaide (8f Remaster),Electronic
"30,000_Miles_-_Semme_Automatic_(2)_spectrogram.png","30,000 Miles ",Semme Automatic (2),Hip-Hop
3AM_-_the.madpix.project_spectrogram.png,3AM,the.madpix.project,Electronic
4anewbegining_(Psy)_-_xl.ant_spectrogram.png,4anewbegining (Psy),xl.ant,Psytrance / Electronic
5_O_clock_High_-_Kinematic_spectrogram.png,5 O clock High,Kinematic,Indie Rock
Abigail_Christine_Hill_-_Backstabber_spectrogram.png,Abigail Christine Hill,Backstabber,Pop
Abstract_Energy_Flight_-_AudioJam_spectrogram.png,Abstract Energy Flight,AudioJam,Electronic
Acceptance_-_Evgenia_Kostitsyna_spectrogram.png,Acceptance,Evgenia Kostitsyna,Instrumental / Ambient
Aching_-_Alles_spectrogram.png,Aching,Alles,Alternative Rock
Acid_(Redux)_-_The_Devil_Music_Co._(2)_spectrogram.png,Acid (Redux),The Devil Music Co. (2),Rock
Acrylic_-_Michael_Ellis_spectrogram.png,Acrylic,Michael Ellis,Pop
African_Dance_-_T-Trider_(2)_spectrogram.png,African Dance - T,Trider (2),World / African
African_Journey_(original_version)_-_T-Trider_(2)_spectrogram.png,African Journey (original version) - T,Trider (2),World / African
African_Mbira_with_Percussion_-_AkashicRecords_spectrogram.png,African Mbira with Percussion,AkashicRecords,World / African
African_Safari_-_Alexiaction_spectrogram.png,African Safari,Alexiaction,World / African
africa_-_alessandro_ricci_(2)_spectrogram.png,africa,alessandro ricci (2),World / African
Africa_-_mickeyhuc_spectrogram.png,Africa,mickeyhuc,World / African
Africa_The_Cradle_of_Life_(Epic_Version)_-_gregoire.lourme_spectrogram.png,Africa The Cradle of Life (Epic Version),gregoire.lourme,World / Epic
Agharta_-_Vince_van_Soth_spectrogram.png,Agharta,Vince van Soth,Electronic
alessandro_simonetto_satie_early_and_esoteric_works_i_09_trois_gnossiennes_i._lent_-_Aleksandra_Mikulska_spectrogram.png,alessandro simonetto satie early and esoteric works i 09 trois gnossiennes i. lent,Aleksandra Mikulska,Classical
Alexiaction_-_Meditation (1)_spectrogram.png,Alexiaction,Meditation (1),Ambient / Meditation
Alexiaction_-_Meditation_spectrogram.png,Alexiaction,Meditation,Ambient / Meditation
Alex_Davletshin_-_Prelude_in_C (1)_spectrogram.png,Alex Davletshin,Prelude in C (1),Classical / Piano
Alex_Davletshin_-_Prelude_in_C_spectrogram.png,Alex Davletshin,Prelude in C,Classical / Piano
Alfonso_Lugo_(Feat._Jasmine_Crowe)_-_Alfonso_Lugo_spectrogram.png,Alfonso Lugo (Feat. Jasmine Crowe),Alfonso Lugo,Pop
All_I_Know_-_NF_GS (1)_spectrogram.png,All I Know,NF GS (1),Hip-Hop
All_I_Know_-_NF_GS_spectrogram.png,All I Know,NF GS,Hip-Hop
All_I_Want_-_Esteban_Campbell (1)_spectrogram.png,All I Want,Esteban Campbell (1),Pop
All_I_Want_-_Esteban_Campbell_spectrogram.png,All I Want,Esteban Campbell,Pop
All_My_Love_In_Vain_-_Hot_Fiction_spectrogram.png,All My Love In Vain,Hot Fiction,Rock
All_Novels_-_HonH_spectrogram.png,All Novels,HonH,Electronic
All_The_Best_-_EJAY_IVAN_LAC_spectrogram.png,All The Best,EJAY IVAN LAC,Electronic
All_The_Way_-_Just_Matthew_spectrogram.png,All The Way,Just Matthew,Hip-Hop
Alone_-_Saint_Rel_(2)_spectrogram.png,Alone,Saint Rel (2),Electronic
Alone_Tonight_-_kydbrown_spectrogram.png,Alone Tonight,kydbrown,Pop
Always_-_THE_DLX (1)_spectrogram.png,Always,THE DLX (1),Pop
Always_-_THE_DLX (2)_spectrogram.png,Always,THE DLX (2),Pop
Always_-_THE_DLX (3)_spectrogram.png,Always,THE DLX (3),Pop
Always_-_THE_DLX_spectrogram.png,Always,THE DLX,Pop
Always_Leaving_-_Color_Out_spectrogram.png,Always Leaving,Color Out,Rock
Ambient_Harp_-_Raw_Vibrations (1)_spectrogram.png,Ambient Harp,Raw Vibrations (1),Ambient
Ambient_Harp_-_Raw_Vibrations_spectrogram.png,Ambient Harp,Raw Vibrations,Ambient
Ambient_Meditation_-_YellowTea_spectrogram.png,Ambient Meditation,YellowTea,Ambient / Meditation
Ambient_Relax_Meditation_-_DmitriyTaras_(2) (1)_spectrogram.png,Ambient Relax Meditation,DmitriyTaras (2) (1),Ambient / Meditation
Ambient_Relax_Meditation_-_DmitriyTaras_(2)_spectrogram.png,Ambient Relax Meditation,DmitriyTaras (2),Ambient / Meditation
Amina_-_P_Steve_Officiel_(3)_spectrogram.png,Amina,P Steve Officiel (3),World / African
Aminolen_-_Tears_spectrogram.png,Aminolen,Tears,Electronic
Amnesia_-_SloUCobra_a.k.a._Umberto_spectrogram.png,Amnesia,SloUCobra a.k.a. Umberto,Electronic
Amor_Pletórico_-_Living_Camboya_spectrogram.png,Amor Pletórico,Living Camboya,Latin / Rock
Anitek_-_TimesUp_feat._Tab_spectrogram.png,Anitek,TimesUp feat. Tab,Electronic / Hip-Hop
Anomaly_Villain_-_MaC_Asylum_spectrogram.png,Anomaly Villain,MaC Asylum,Hip-Hop
Another_Way_Out_-_Square_a_Saw_spectrogram.png,Another Way Out,Square a Saw,Pop / Electronic
Answer_-_Square_a_Saw_spectrogram.png,Answer,Square a Saw,Pop / Electronic
Anyway_-_the.madpix.project_spectrogram.png,Anyway,the.madpix.project,Electronic
An_Empty_Room_-_Caleb_Lemond_spectrogram.png,An Empty Room,Caleb Lemond,Folk
Aria_-_Suite_n°3_pour_orchestre_en_ré_majeur_de_J-S_Bach_(Arietys_Remix)_-_arietys_spectrogram.png,Aria - Suite n°3 pour orchestre en ré majeur de J-S Bach (Arietys Remix),arietys,Classical / Electronic
ARMA_-_Speaker_System_spectrogram.png,ARMA,Speaker System,Electronic
Arna_Maeve_-_Use (1)_spectrogram.png,Arna Maeve,Use (1),Indie Pop
Arna_Maeve_-_Use_spectrogram.png,Arna Maeve,Use,Indie Pop
Arom_-_Picture_spectrogram.png,Arom,Picture,Pop
Arto_Kumanto_-_Triplet_Droplet_spectrogram.png,Arto Kumanto,Triplet Droplet,Electronic
ARVIVAL_-_Sunset_Cafe_spectrogram.png,ARVIVAL,Sunset Cafe,Electronic / Chill
Asa_Taura_-_Guides_Song_II (1)_spectrogram.png,Asa Taura,Guides Song II (1),Electronic
Asa_Taura_-_Guides_Song_II_spectrogram.png,Asa Taura,Guides Song II,Electronic
Ashot_Danielyan_Composer_-_Airy_Day_In_Colombo_(Meditative_Relaxing)_spectrogram.png,Ashot Danielyan Composer,Airy Day In Colombo (Meditative Relaxing),Ambient / Meditation
Ashot_Danielyan_Composer_-_Airy_Morning_(Meditative_Relaxing) (1)_spectrogram.png,Ashot Danielyan Composer,Airy Morning (Meditative Relaxing) (1),Ambient / Meditation
Ashot_Danielyan_Composer_-_Airy_Morning_(Meditative_Relaxing)_spectrogram.png,Ashot Danielyan Composer,Airy Morning (Meditative Relaxing),Ambient / Meditation
"Ashot_Danielyan_Composer_-_Be_My_Sunshine_(Piano_Solo)_-_Cinematic,_Soundtrack,_Romantic,_Sentimental_spectrogram.png",Ashot Danielyan Composer - Be My Sunshine (Piano Solo)," Cinematic, Soundtrack, Romantic, Sentimental",Instrumental / Piano
Astray_-_EGOR_BUDENNYY_spectrogram.png,Astray,EGOR BUDENNYY,Electronic
Astronauts_-_Parker_spectrogram.png,Astronauts,Parker,Indie Rock / Lo-fi
As_I_Am_-_joshwoodward_spectrogram.png,As I Am,joshwoodward,Folk / Acoustic
As_The_Sky_Opens_Below_Me_-_Tonepoet (1)_spectrogram.png,As The Sky Opens Below Me,Tonepoet (1),Ambient
As_The_Sky_Opens_Below_Me_-_Tonepoet_spectrogram.png,As The Sky Opens Below Me,Tonepoet,Ambient
Atmospheric_Chill_-_Lart_spectrogram.png,Atmospheric Chill,Lart,Ambient / Chill
AVANT-BEATS_-_Chillhop_spectrogram.png,AVANT-BEATS,Chillhop,Lo-fi Hip Hop
A_Break_in_the_Clouds_-_PNFA_spectrogram.png,A Break in the Clouds,PNFA,Electronic
A_Common_Tale_-_Radio_Star_spectrogram.png,A Common Tale,Radio Star,Pop
A_l'ancienne_-_DR_GROOVE_GANG (1)_spectrogram.png,A l'ancienne,DR GROOVE GANG (1),Funk / Soul
A_l'ancienne_-_DR_GROOVE_GANG (2)_spectrogram.png,A l'ancienne,DR GROOVE GANG (2),Funk / Soul
A_l'ancienne_-_DR_GROOVE_GANG_spectrogram.png,A l'ancienne,DR GROOVE GANG,Funk / Soul
A_Lonely_Road_-_Caleb_Lemond (1)_spectrogram.png,A Lonely Road,Caleb Lemond (1),Folk
A_Lonely_Road_-_Caleb_Lemond_spectrogram.png,A Lonely Road,Caleb Lemond,Folk
A_Night_Just_Like_Tonight_-_Lawrence_Beamen_spectrogram.png,A Night Just Like Tonight,Lawrence Beamen,Soul / R&B
A_Step_Closer_To_Your_Room_-_Ping_Pong_Club_spectrogram.png,A Step Closer To Your Room,Ping Pong Club,Indie Pop

Filename,Song Title,Artist,Genre
Bach_Ave_Maria_Jazz_Piano_-_ABSounds_(3)_spectrogram.png,Bach Ave Maria Jazz Piano,ABSounds (3),Jazz / Classical
Background_Music_Lofi_Hip_Hop_Beat_Chill_Lofi_Chill_jazz_lofi_type_beat_-_PeryCreep_spectrogram.png,Background Music Lofi Hip Hop Beat Chill Lofi Chill jazz lofi type beat,PeryCreep,Lo-fi Hip Hop / Jazz
Badis_Latitude_Goove_-_Christhelik_(2)_spectrogram.png,Badis Latitude Goove,Christhelik (2),Electronic / Groove
Bad_Impression_-_West_Coast_Weekend_spectrogram.png,Bad Impression,West Coast Weekend,Indie Rock
Ballyhoo_-_Barefoot_McCoy_spectrogram.png,Ballyhoo,Barefoot McCoy,Folk / Acoustic
Barry_-_Mud_On_Road__ENGINEER_(MASTER)_v2_-_UNSCANNABLE_spectrogram.png,Barry - Mud On Road  ENGINEER (MASTER) v2,UNSCANNABLE,Rock
BASXHKZIR_-_BASXHKZIR_-_Dancing_spectrogram.png,BASXHKZIR - BASXHKZIR,Dancing,Electronic / Dance
BASXHKZIR_-_BASXHKZIR_-_Together_spectrogram.png,BASXHKZIR - BASXHKZIR,Together,Electronic
Beach_party_-_Lukas_(3)_spectrogram.png,Beach party,Lukas (3),Electronic / Pop
Beautiful_Lounge_-_Sergey_Gulevich_spectrogram.png,Beautiful Lounge,Sergey Gulevich,Lounge / Chill
Beauty_of_the_sunset_-_Dan_Davies_spectrogram.png,Beauty of the sunset,Dan Davies,Pop / Rock
Been_Waiting_(feat._Rebekka_Salomea)_-_JAIEF_ASONG_(2)_spectrogram.png,Been Waiting (feat. Rebekka Salomea),JAIEF ASONG (2),R&B / Jazz
Before_Battle_-_Anton_Kowalski_spectrogram.png,Before Battle,Anton Kowalski,Electronic / Epic
Benz_Truck_ft._Swagg_Milly_-_Ralph_Da_God_(3)_spectrogram.png,Benz Truck ft. Swagg Milly,Ralph Da God (3),Hip-Hop / Trap
Berool_-_Soundbathing_-_Chill_Lo-Fi_Hip-Hop_spectrogram.png,Berool - Soundbathing - Chill Lo-Fi Hip,Hop,Lo-fi Hip Hop / Chill
Be_Alright_-_Blueice_DJ_spectrogram.png,Be Alright,Blueice DJ,Electronic / Dance
Big_Spenders_-_Ralph_Da_God_(3)_spectrogram.png,Big Spenders,Ralph Da God (3),Hip-Hop
Blockbuster_Trailer_-_soundside_spectrogram.png,Blockbuster Trailer,soundside,Soundtrack / Epic
Blood_-_All_My_Friends_Hate_Me (1)_spectrogram.png,Blood,All My Friends Hate Me (1),Indie Rock
Blood_-_All_My_Friends_Hate_Me (2)_spectrogram.png,Blood,All My Friends Hate Me (2),Indie Rock
Blood_-_All_My_Friends_Hate_Me_spectrogram.png,Blood,All My Friends Hate Me,Indie Rock
Blow_Your_Ashes_Away_-_Studio_in_the_Sticks_(2)_spectrogram.png,Blow Your Ashes Away,Studio in the Sticks (2),Rock
blue_monday_evening_piano_jazz_session_-_Piano_Dreamer_(2)_spectrogram.png,blue monday evening piano jazz session,Piano Dreamer (2),Jazz / Piano
Body_-_Klassik_Frescobar_spectrogram.png,Body,Klassik Frescobar,Hip-Hop
Body_Up_Dj_Wallace_-_dj_wallace_spectrogram.png,Body Up Dj Wallace,dj wallace,Electronic / Dance
Bohemia_-_Bellevue_spectrogram.png,Bohemia,Bellevue,Indie Rock
Bonus_track_2_-_(Heaven_for_us_is_under_the_shadow_of_spears)_-_Ivan_Tregub_spectrogram.png,Bonus track 2 - (Heaven for us is under the shadow of spears),Ivan Tregub,Rock
Bonzo_-_Living_Camboya_spectrogram.png,Bonzo,Living Camboya,Rock
Boomerang_-_HoneyChrome_spectrogram.png,Boomerang,HoneyChrome,R&B / Pop
Born_Again_-_grace.valhalla_spectrogram.png,Born Again,grace.valhalla,Electronic
Boulvard_X-Audi_-_Make_a_level_spectrogram.png,Boulvard X-Audi,Make a level,Electronic
Boulvard_X-Audi_-_My_inspiration_for_the_day_spectrogram.png,Boulvard X-Audi,My inspiration for the day,Electronic
Bradley_Peck_-_the_most_of_tonight (1)_spectrogram.png,Bradley Peck,the most of tonight (1),Pop
Bradley_Peck_-_the_most_of_tonight_spectrogram.png,Bradley Peck,the most of tonight,Pop
Breathe_-_Bellevue_spectrogram.png,Breathe,Bellevue,Indie Rock
Breathe_-_George_Capon_spectrogram.png,Breathe,George Capon,Pop
Breathe_-_Snowflake_ccMixter_spectrogram.png,Breathe,Snowflake ccMixter,Electronic / Chill
breath_of_time_-_Sylwar_spectrogram.png,breath of time,Sylwar,Ambient
Breath_of_Wind_-_Decision_Space_spectrogram.png,Breath of Wind,Decision Space,Ambient / Electronic
Buck_Slenderly_-_Balance_(Produced_by_Lazuli)_spectrogram.png,Buck Slenderly,Balance (Produced by Lazuli),Hip-Hop
Bulbasound_-_Beautiful_Sleep_Music (1)_spectrogram.png,Bulbasound,Beautiful Sleep Music (1),Ambient / Relaxation
Bulbasound_-_Beautiful_Sleep_Music_spectrogram.png,Bulbasound,Beautiful Sleep Music,Ambient / Relaxation
Burn_With_Me_-_Absolution_Free_spectrogram.png,Burn With Me,Absolution Free,Rock / Metal
Butterfly_-_Cafe_Del_Chillia_spectrogram.png,Butterfly,Cafe Del Chillia,Electronic / Chill

Filename,Song Title,Artist,Genre
b_å_r_k_a_(feat._bARTek)_-_Tab_(2) (1)_spectrogram.png,b å r k a (feat. bARTek),Tab (2) (1),Electronic
b_å_r_k_a_(feat._bARTek)_-_Tab_(2)_spectrogram.png,b å r k a (feat. bARTek),Tab (2),Electronic
Calm_Lo_Fi_-_Dmitriy_(2)_spectrogram.png,Calm Lo Fi,Dmitriy (2),Lo-Fi
Can't_Dance_To_Your_Rhythm_-_Junk_Love (1)_spectrogram.png,Can't Dance To Your Rhythm,Junk Love (1),Alternative Rock
Can't_Dance_To_Your_Rhythm_-_Junk_Love_spectrogram.png,Can't Dance To Your Rhythm,Junk Love,Alternative Rock
Can't_Have_It_-_NF_GS_spectrogram.png,Can't Have It,NF GS,Hip-Hop
Carbon_Casca_-_Coming_Up_(Feat._Gee_Flaggz)[Prod._By_Carbon_Casca]_-_Carbon_Casca_spectrogram.png,Carbon Casca - Coming Up (Feat. Gee Flaggz)[Prod. By Carbon Casca],Carbon Casca,Hip-Hop
Carbon_Casca_-_Coming_Up_(Feat._Gee_Flaggz)_-_Carbon_Casca_spectrogram.png,Carbon Casca - Coming Up (Feat. Gee Flaggz),Carbon Casca,Hip-Hop
"Carbon_Casca_-_Heart_Broken_(Feat._Leslie_Carron,_TaBBz_&_Davonia)_-_Carbon_Casca_spectrogram.png","Carbon Casca - Heart Broken (Feat. Leslie Carron, TaBBz & Davonia) ",Carbon Casca,Hip-Hop
