song_name,artist_name,genre
Circuits To Sirius...,Ruined Machines,"ambient;electronic;soundtrack;"
Get On Up (Xtra Seasoning Version),mGee,"electronic;electropop;funk;"
Sailin',Kingston Blues,"reggae;"
Sunday Again,Kingston Blues,"bossanova;fusion;jazz;rnb;soul;"
Daily Routine,Kingston Blues,"funk;groove;jazzfunk;"
Lazy Love,Kingston Blues,"blues;bluesrock;"
No One Cares,Kingston Blues,"reggae;soul;"
Days Of The Forgotten (Flair For The Dramatic),mGee,"electronic;synthpop;triphop;"
Atlantic State of Mind,mGee,"downtempo;electronic;triphop;"
Psychedelic,Oursvince,"psychedelic;triphop;"
Electricity, Part 2,"techno;"
Trance Fusion,Oursvince,"trance;"
Electricity,Oursvince,"electronic;house;techno;triphop;"
Spiders,Oursvince,"electronic;electronica;electropop;triphop;"
House Music & Laser Guns,Oursvince,"electronic;house;"
Phoenix Lights ,J.L.T,"club;electronic;house;"
Wow!,J.L.T,"club;electronic;house;"
Meteor,J.L.T,"club;electronic;house;"
Ascenentia,Galdson,"ambient;atmospheric;soundtrack;"
Zernitia,Galdson,"classical;orchestral;soundtrack;"
Orgranism,Galdson,"atmospheric;classical;soundtrack;"
Merlaska,Galdson,"atmospheric;classical;soundtrack;"
Sindomine,Galdson,"classical;orchestral;soundtrack;"
Nuevia,Galdson,"ambient;classical;soundtrack;"
Solespice,Galdson,"atmospheric;classical;soundtrack;"
Leninden,Galdson,"atmospheric;classical;soundtrack;"
Exariam,Galdson,"ambient;atmospheric;soundtrack;"
Dernerida,Galdson,"atmospheric;classical;soundtrack;"
Farlem,Galdson,"ambient;atmospheric;soundtrack;"
Oxiledes,Galdson,"atmospheric;classical;soundtrack;"
Laindok,Galdson,"atmospheric;classical;soundtrack;"
Sellencia,Galdson,"ambient;atmospheric;soundtrack;"
Isundo,Galdson,"ambient;classical;soundtrack;"
Denilio,Galdson,"atmospheric;classical;soundtrack;"
Venzei,Galdson,"atmospheric;classical;soundtrack;"
Arneia,Galdson,"ambient;atmospheric;soundtrack;"
esperenza,Moltes music production,"ambient;classical;soundtrack;"
return of the king,Moltes music production,"ambient;classical;soundtrack;"
login,Moltes music production,"ambient;classical;soundtrack;"
pianosolo,Moltes music production,"ambient;classical;soundtrack;"
anubis,Moltes music production,"ambient;classical;soundtrack;"
violoniste,Moltes music production,"ambient;classical;soundtrack;"
the beginning,Moltes music production,"ambient;classical;soundtrack;"
lastbreath,Moltes music production,"ambient;classical;soundtrack;"
disturb,Moltes music production,"ambient;classical;soundtrack;"
pianoheart,Moltes music production,"ambient;classical;soundtrack;"
crescendo,Moltes music production,"ambient;classical;soundtrack;"
save the queen,Moltes music production,"ambient;classical;soundtrack;"
the end,Moltes music production,"ambient;classical;soundtrack;"
Bells Of Time,The Music in Noise,"experimental;"
Sounds Of The Heart,The Music in Noise,"electronic;experimental;"
Washing Machine,The Music in Noise,"alternative;experimental;"
Innsmouth,Peter kind,"instrumentalrock;"
At the montain of madness,Peter kind,"instrumentalrock;"
The call of Cthulhu,Peter kind,"instrumentalrock;"
Hey, U Gotta Wonder,"downtempo;electronic;triphop;"
Summer Dreamin',mGee,"indie;pop;triphop;"
The night I stopped to believe what I believed-Arashk Azizi,Arashk Azizi,"classical;orchestral;soundtrack;"
Lonely Palace-Arashk Azizi,Arashk Azizi,"classical;easylistening;soundtrack;"
 Pk_Je_Rap   Kien & Apostrof,Kien91 RAP MC SLAM,"hiphop;rap;"
 Mac Maniack Jlion FeatT Kien - Dj Scratch,Kien91 RAP MC SLAM,"hiphop;rap;"
 Je pose mes textes -  Kien & DY -  Instru by l' Artisan  - SMSO production,Kien91 RAP MC SLAM,"hiphop;rap;"
 Ce n'est RIEN -  Kien  - insru by Johnny Ripper  - SMSO production,Kien91 RAP MC SLAM,"hiphop;rap;"
Ma lettre   Mon testament -  Kien  -  Production By tibo - SMSO production,Kien91 RAP MC SLAM,"hiphop;rap;"
 Qui Je Suis -  Kien -  kriZenTheme Prod & SMSO production,Kien91 RAP MC SLAM,"hiphop;rap;"
 Entre rêves et cauchemars -  Kien & SoulBeats -  SMSO production,Kien91 RAP MC SLAM,"hiphop;rap;"
C'est ma vie -  Kien &amp; Rankeur Prod  - SMSproduction,Kien91 RAP MC SLAM,"hiphop;rap;"
 Souvenirs - instru By MiKe Akira  - Kien  - SMSO production,Kien91 RAP MC SLAM,"hiphop;rap;"
 Les Rue de la Ville  / Streets of the City - AKL & Kien  - SMSO production,Kien91 RAP MC SLAM,"hiphop;rap;"
 Je me souviens -   Kien & TiBo -  SMSO production,Kien91 RAP MC SLAM,"hiphop;rap;"
 Imagine TOI -  Kien - Matei Dan production  &  SMSO production,Kien91 RAP MC SLAM,"hiphop;rap;"
Armagedon (All Dead)-Arashk Azizi,Arashk Azizi,"classical;orchestral;soundtrack;symphonic;"
Armagedon (Victory is Near)-Arashk Azizi,Arashk Azizi,"classical;orchestral;symphonic;"
Armagedon (The Great Battle)-Arashk Azizi,Arashk Azizi,"classical;orchestral;soundtrack;symphonic;"
x-Arashk Azizi,Arashk Azizi,"metal;rock;"
Let Me Free-Arashk Azizi,Arashk Azizi,"metal;rock;"
Rise Of Deads-Arashk Azizi,Arashk Azizi,"metal;rock;"
Arise-Arashk Azizi,Arashk Azizi,"metal;rock;"
Darkness-Arashk Azizi,Arashk Azizi,"metal;rock;"
Soshyant-Arashk Azizi,Arashk Azizi,"metal;rock;"
Wage War,Circa Vitae,"electronic;indie;poprock;"
Full Price,Circa Vitae,"electronic;indie;poprock;"
the Need,Circa Vitae,"electronic;indie;poprock;"
Awake,Circa Vitae,"electronic;indie;poprock;"
isolate,Circa Vitae,"electronic;indie;poprock;"
I am sorry,Circa Vitae,"electronic;indie;poprock;"
When it flies,Circa Vitae,"electronic;indie;poprock;"
The One-Arashk Azizi,Arashk Azizi,"metal;orchestral;rock;soundtrack;"
Resurrection-Arashk Azizi,Arashk Azizi,"metal;orchestral;rock;soundtrack;"
Johaness Gilther - Fly With Me,2Inventions,"dance;house;pop;"
Thomass Eccard - Fairytale Kingdom,2Inventions,"orchestral;soundtrack;symphonic;"
Dark Forest,2Inventions,"drumnbass;electronic;"
Johaness Gilther - Neverending Storm,2Inventions,"ambient;chillout;easylistening;"
Miami,2Inventions,"electronic;pop;soundtrack;"
The Hells Gate,2Inventions,"electronic;trance;"
Shiz,2Inventions,"electronic;house;minimal;"
Johaness Gilther - Endless Loneliness,2Inventions,"electronic;trance;"
Johaness Gilther - Trip,2Inventions,"dance;electronic;trance;"
Johaness Gilther - Last Day Of My Life,2Inventions,"electronic;trance;"
Johaness Gilther - Premonitions,2Inventions,"dance;electronic;trance;"
Johaness Gilther - Her Eyes,2Inventions,"electronic;trance;"
Thomass Eccard - Street Lights (Live),2Inventions,"ambient;chillout;easylistening;"
Thomass Eccard - 4th Plateu (Live),2Inventions,"ambient;chillout;easylistening;"
Thomass Eccard - Winter Wind,2Inventions,"orchestral;soundtrack;symphonic;"
Thomass Eccard - When You're Gone,2Inventions,"orchestral;soundtrack;symphonic;"
Bye (2012 Edit),2Inventions,"breakbeat;electronic;pop;"
Bye (Piano Version),2Inventions,"easylistening;pop;"
Flight,2Inventions,"drumnbass;electronic;"
The Satellite Years,Ruined Machines,"metal;rock;"
In Fading Terminals,Ruined Machines,"alternative;metal;rock;"
Business Music on Hold loop,Akashic Records,"easylistening;pop;"
The Farewell in Your Eyes,Aufklarung,"classical;soundtrack;"
Hopelessly Far,Aufklarung,"classical;soundtrack;"
The Past Does Not Come Back,Aufklarung,"classical;soundtrack;"
Do you Remember the Colors of the Rain?,Aufklarung,"classical;soundtrack;"
Qué Pasó,Sundayers,"reggae;rock;"
El Sonido Del Mar,Sundayers,"reggae;rock;"
The Carousel,Sundayers,"reggae;rock;"
Para Mí,Sundayers,"reggae;rock;"
Moscas,Sundayers,"reggae;rock;"
Menudo Cuento,Sundayers,"reggae;rock;"
Trovadores,Sundayers,"reggae;rock;"
Agua,Sundayers,"reggae;rock;"
No Te Dejes,Sundayers,"reggae;rock;"
Never We´ll Be In,Sundayers,"reggae;rock;"
Cosmic Observer,Fortadelis,"ambient;chillout;downtempo;easylistening;electronic;"
eScapism,Fortadelis,"ambient;chillout;downtempo;electronic;synthpop;"
Distant Lights,Fortadelis,"ambient;chillout;electronic;trance;"
Partially Cloudy,Fortadelis,"ambient;chillout;downtempo;electronic;synthpop;"
Envisioning,Fortadelis,"ambient;chillout;downtempo;electronic;synthpop;"
Retropolis,Fortadelis,"ambient;downtempo;electronic;synthpop;techno;"
Square World,Fortadelis,"ambient;chillout;electronic;synthpop;"
Aetheral Song,Fortadelis,"ambient;chillout;downtempo;electronic;synthpop;"
Groove Machina,Fortadelis,"ambient;chillout;electronic;synthpop;"
Subtle Grace,Fortadelis,"ambient;chillout;downtempo;electronic;synthpop;"
Groovytational Pull,Fortadelis,"ambient;chillout;downtempo;electronic;synthpop;"
Grid Run,Fortadelis,"ambient;chillout;downtempo;electronic;synthpop;"
I want you (pop rock remix),Lollita,"pop;poprock;"
Salsa lizano,TSF,"electronic;hiphop;"
Сломанный воздух - Аврора,Broken Air,"electronic;"
Сломанный воздух - Платформы на восток,Broken Air,"electronic;"
The land,Pokki DJ,"classical;soundtrack;"
Tekitoi,NICOCO,"electronic;lounge;soundtrack;"
Quiet world,NICOCO,"electronic;lounge;soundtrack;"
Housy,NICOCO,"electronic;lounge;soundtrack;"
Donald symphony,NICOCO,"electronic;lounge;soundtrack;"
Creamnight,Fonogeri,"electronic;triphop;"
Huntington Beach Sunset,Fonogeri,"chillout;electronic;triphop;"
Dunhambeats,Fonogeri,"dub;electronic;"
Beatmob,Fonogeri,"darkambient;electronic;triphop;"
The Beginning,Fonogeri,"hiphop;triphop;"
The Clapmaster's Dance,Fonogeri,"chillout;electronic;triphop;"
Woodstock Groovy,Fonogeri,"electronic;jazzfunk;triphop;"
City Tempo,Fonogeri,"club;deephouse;electronic;"
The Harvest,Fonogeri,"electronic;triphop;"
Cloud Magician,Fonogeri,"electronic;reggae;triphop;"
Mole Club,Fonogeri,"breakbeat;electronic;triphop;"
People On The Move,Fonogeri,"club;electronic;"
Libera e invisibile,Mark Dantès,"ethno;pop;popfolk;singersongwriter;"
Il mago,Mark Dantès,"pop;popfolk;singersongwriter;"
Un mondo di cose inutili,Mark Dantès,"pop;singersongwriter;"
Lost in a railway train,Mark Dantès,"ambient;atmospheric;easylistening;electronic;electropop;orchestral;"
Signora della fase REM,Mark Dantès,"orchestral;pop;singersongwriter;"
Il cerchio in fondo al bicchiere,Mark Dantès,"pop;singersongwriter;"
Indietro nel tempo,Mark Dantès,"country;folk;popfolk;"
L'unica notte di settembre,Mark Dantès,"jazz;pop;singersongwriter;"
Last Rain,Grace Valhalla,"electronic;"
sketch #3 (rum-portrait),Jahzzar,"ambient;downtempo;rnb;"
Mystery,DowntownWillieBrown,"pop;singersongwriter;world;"
get out,Jahzzar,"electronic;rnb;soul;"
Irish boy,MeTrónomoS,"celtic;newage;world;"
Springtime (Orchestral),Pokki DJ,"classical;soundtrack;"
Electronaut,Aerologic,"club;dance;electronic;trance;"
Icicles,Aerologic,"club;electronic;trance;"
Always forward (hip hop version),Dawid Jaworski,"rap;"
Walk alone (The Red Stone and The Last Stop),Ground & Leaves,"country;folk;popfolk;"
Mistakes,Ground & Leaves,"country;folk;popfolk;"
Images,Ground & Leaves,"country;folk;popfolk;"
Love, a sight,"country;folk;popfolk;"
I'll get you,Ground & Leaves,"country;folk;popfolk;"
Rise,Ground & Leaves,"country;folk;popfolk;"
Back to the light,Ground & Leaves,"country;folk;popfolk;"
Goodbye,Ground & Leaves,"country;folk;popfolk;"
For a while,Ground & Leaves,"country;folk;popfolk;"
Bloody Autumn,Ground & Leaves,"country;folk;popfolk;"
Good as you,Ground & Leaves,"country;folk;popfolk;"
Phlegethon,Windom Earle,"experimental;"
Hope on the Horizon,J. M. Quintana Cámara,"classical;easylistening;newage;soundtrack;"
Funky Banane,Hippie House Jam Band,"dance;funk;jazz;"
Bin der Boss,Hippie House Jam Band,"blues;jazz;"
Magnificent Desolation (sans vocals),Ronny Cary,"hardrock;indie;instrumentalrock;"
A battle to begin (House mix),Danubio Rodriguez,"ambient;downtempo;electronic;house;pop;"
Superflexion (2013 trumpet's mix),Danubio Rodriguez,"ambient;downtempo;electronic;house;pop;"
Enterpryx (underground mix),Danubio Rodriguez,"ambient;downtempo;electronic;house;pop;"
Resonance test,Danubio Rodriguez,"downtempo;electronic;house;pop;"
The Magic Way,Capashen,"easylistening;pop;soundtrack;"
The Magic Way (extended version),Capashen,"easylistening;pop;soundtrack;"
Sphere,Schmiddi the Wave,"ambient;"
Another One,Instantperson,"easylistening;pop;"
The Proposal,Instantperson,"easylistening;popfolk;poprock;"
The Fear,Instantperson,"ambient;experimental;soundtrack;"
Insane,Instantperson,"funk;"
In the House,Instantperson,"electronic;hard;"
Funky Light (Ver A),Instantperson,"easylistening;funk;"
Do not discard,Instantperson,"experimental;hiphop;rap;trance;"
Bodyguard,Instantperson,"classical;"
phat vibe,ISItheDreaMakeR,"dubstep;electronic;"
Yoga Relax,Project Divinity,"easylistening;electronic;newage;"
Relax,Project Divinity,"electronic;lounge;"
Meditation,Project Divinity,"easylistening;newage;"
Yoga,Project Divinity,"easylistening;lounge;"
Beautiful,Project Divinity,"easylistening;electronic;newage;"
Mindfulness,Project Divinity,"electronic;lounge;newage;"
Spa,Project Divinity,"electronic;newage;"
Melodic Trance,Matti Paalanen,"edm;electronic;trance;"
Trance,Matti Paalanen,"club;edm;trance;"
Sweet Dream,DotSlash,"ambient;drumnbass;"
Love,ARB Piotr Berner,"dance;electronic;pop;"
Astral Crusade,ARB Piotr Berner,"dance;electronic;pop;"
Summer Of Love,ARB Piotr Berner,"dance;disco;electronic;pop;"
Watch,Sublustris Nox,"ambient;darkwave;newage;"
Reanimation,Sublustris Nox,"ambient;darkwave;lounge;newage;"
Nyctophobia,Sublustris Nox,"ambient;darkwave;newage;"
Fata Morgana,Sublustris Nox,"ambient;darkwave;newage;"
Dungeon Dance,Sublustris Nox,"ambient;darkwave;newage;"
Deae Novem,Sublustris Nox,"ambient;darkwave;ethno;lounge;newage;"
Behind the attic Door,Sublustris Nox,"ambient;darkwave;newage;"
Angor Nocturnus,Sublustris Nox,"ambient;darkwave;newage;"
[trip hop] Sky is the Limit,SaReGaMa,"triphop;"
Tears shining under the moonlight,MeTrónomoS,"celtic;newage;soundtrack;world;"
Elegy,MeTrónomoS,"celtic;newage;soundtrack;world;"
Coming home,MeTrónomoS,"celtic;newage;soundtrack;world;"
Irish boy,MeTrónomoS,"celtic;newage;soundtrack;world;"
Crying for Nature,MeTrónomoS,"celtic;newage;soundtrack;world;"
Emma's theme,MeTrónomoS,"celtic;newage;soundtrack;world;"
Your absence hurts my soul every second,MeTrónomoS,"celtic;newage;soundtrack;world;"
A farewell letter,MeTrónomoS,"celtic;newage;soundtrack;world;"
Welcome to MeTronomoS's land,MeTrónomoS,"celtic;newage;soundtrack;world;"
Elegy to my oldest brother (Solo piano),MeTrónomoS,"celtic;newage;soundtrack;world;"
Kid At Heart - Hello,J.C.Vogt,"popfolk;"
Chateau Margo (Rene Sens vs Splin Minus Remix),Rene Sens,"electronic;"
One Way Ticket (Rene Sens vs Boney M Slow Down Remix),Rene Sens,"electronic;"
When the Smoke is Going Down (Rene Sens vs Scorpions Speed Up Remix),Rene Sens,"electronic;"
Demostyle,Rene Sens,"electronic;"
Here and There,Rene Sens,"electronic;"
Hurry,Rene Sens,"electronic;"
The Final Battle,Abel Quintero (TheQman),"soundtrack;world;"
A Lonely Pulse,Ruined Machines,"postrock;rock;"
Juanita,P Eric,"classical;"
The Servant,P Eric,"classical;"
zero-project feat. Dia Yiannopoulou - 01 - Fly away (lyrics by Ionas),Zero-project,"pop;rock;"
zero-project feat. Dia Yiannopoulou - 02 - Fooled by angel's kiss (lyrics by George Loukissas),Zero-project,"pop;rock;"
zero-project feat. Dia Yiannopoulou - 03 - Fooled by angel's kiss - Short radio edit (lyrics by George Loukissas),Zero-project,"pop;rock;"
Ariadna,Esther Garcia,"classical;orchestral;soundtrack;"
Cross-country,Esther Garcia,"classical;orchestral;soundtrack;"
Sentimental waltz,Esther Garcia,"classical;soundtrack;"
The Mayan princess,Esther Garcia,"classical;orchestral;soundtrack;"
To you,Esther Garcia,"classical;soundtrack;"
Memories of Delhi,Esther Garcia,"classical;orchestral;soundtrack;"
Until the end of my life,Esther Garcia,"classical;soundtrack;"
Between the fog,Esther Garcia,"classical;orchestral;soundtrack;"
Fresh water,Esther Garcia,"classical;soundtrack;"
Omens,Esther Garcia,"classical;orchestral;soundtrack;"
Reminiscences,Esther Garcia,"classical;orchestral;soundtrack;"
Sweet hope,Esther Garcia,"classical;orchestral;soundtrack;"
Everything is now,Esther Garcia,"classical;soundtrack;"
The escape,Esther Garcia,"classical;orchestral;soundtrack;"
Rising Sun,Esther Garcia,"classical;orchestral;soundtrack;"
Something else,Esther Garcia,"classical;orchestral;soundtrack;"
Miscellany,Esther Garcia,"jazz;soundtrack;"
Constellations,Esther Garcia,"classical;soundtrack;"
Shadows,Esther Garcia,"classical;soundtrack;"
Silences,Esther Garcia,"jazz;soundtrack;"
Disagreements,Esther Garcia,"classical;soundtrack;"
Naxos,Esther Garcia,"classical;soundtrack;"
Azur,Esther Garcia,"jazz;soundtrack;"
Dark night,Esther Garcia,"classical;soundtrack;"
Incidental,Esther Garcia,"classical;soundtrack;"
Lullaby,Esther Garcia,"classical;soundtrack;"
Beyond,Esther Garcia,"classical;soundtrack;"
The last one,Esther Garcia,"classical;soundtrack;"
Two figures,Esther Garcia,"classical;soundtrack;"
Natural,Esther Garcia,"classical;soundtrack;"
Synchrony,Esther Garcia,"classical;soundtrack;"
Sahara,Esther Garcia,"classical;soundtrack;"
Broken cadence,Esther Garcia,"jazz;soundtrack;"
cursed,Bluszcz,"electronic;minimal;techno;"
inside,Stefano mocini,"classical;rock;soundtrack;"
Unus Est Prognatus,P Eric,"classical;orchestral;"
Obduco,P Eric,"classical;orchestral;"
Adventum,P Eric,"classical;soundtrack;"
Atmospheric Christmas,Instantperson,"classical;soundtrack;"
Sweet ChristmassSong,Instantperson,"pop;soundtrack;"
Time to Forgive,Instantperson,"poprock;soundtrack;"
Silent Christmas Night,Instantperson,"pop;soundtrack;"
Morning Christmas Time,Instantperson,"classical;soundtrack;"
Modern Christmas Song,Instantperson,"newage;soundtrack;"
Just Christmas,Instantperson,"classical;soundtrack;"
Enjoy The Christmas Time,Instantperson,"easylistening;soundtrack;"
Christmas Time is Near,Instantperson,"newage;soundtrack;"
Christmas  Mood,Instantperson,"pop;soundtrack;"
prova2,Daniele Massa,"house;lounge;tribal;"
ICH HABE DEINE SEELE,Charly,"dance;disco;house;pop;rock;"
Mentiroso,Gio Micheletti,"dance;electronic;"
Dub Nation D.W.A ,Fragman (D.W.A),"dubstep;electronic;"
Azul,Hardi Splett,"jazz;"
Amarelo,Hardi Splett,"jazz;"
Verde,Hardi Splett,"jazz;"
Vermelho,Hardi Splett,"jazz;"
Branco,Hardi Splett,"jazz;"
Cinza,Hardi Splett,"jazz;"
Mohito,Oleg O. Kachanko,"bossanova;easylistening;pop;"
Dajkiri,Oleg O. Kachanko,"easylistening;pop;"
Cuba Libre,Oleg O. Kachanko,"bossanova;easylistening;pop;"
Pina Colada,Oleg O. Kachanko,"easylistening;pop;"
The Long Island,Oleg O. Kachanko,"easylistening;lounge;newage;"
Sex on a beach,Oleg O. Kachanko,"easylistening;pop;"
Dream,Oleg O. Kachanko,"easylistening;"
Tequila Sunrise,Oleg O. Kachanko,"easylistening;pop;"
Gone with the wind,Oleg O. Kachanko,"classical;easylistening;pop;"
Cosmopolitan,Oleg O. Kachanko,"easylistening;pop;"
Margarita,Oleg O. Kachanko,"easylistening;pop;"
Manhattan,Oleg O. Kachanko,"80s;easylistening;pop;"
B-52,Oleg O. Kachanko,"dance;easylistening;lounge;pop;"
Blue Hawaii,Oleg O. Kachanko,"easylistening;pop;"
Blue,Hardi Splett,"electronic;"
Yellow,Hardi Splett,"electronic;"
Green,Hardi Splett,"electronic;"
Red,Hardi Splett,"electronic;"
White,Hardi Splett,"electronic;"
Grey,Hardi Splett,"electronic;"
Neuro Break,Secondhead,"atmospheric;drumnbass;dubstep;electronic;"
Wamp Rhode,Secondhead,"atmospheric;drumnbass;dubstep;electronic;"
Kalos(Erokia Piano Loop),Secondhead,"atmospheric;drumnbass;dubstep;electronic;"
Something Else,Secondhead,"atmospheric;drumnbass;dubstep;electronic;"
Dubbed,Secondhead,"atmospheric;drumnbass;dubstep;electronic;"
Dirty,Secondhead,"atmospheric;drumnbass;dubstep;electronic;"
Distorted,Secondhead,"atmospheric;drumnbass;dubstep;electronic;"
Space Piano,Secondhead,"atmospheric;drumnbass;dubstep;electronic;"
Amperage,Secondhead,"atmospheric;drumnbass;dubstep;electronic;"
Deep Grain,Secondhead,"atmospheric;drumnbass;dubstep;electronic;"
Loneliness,Sasha Tonik,"classical;idm;soundtrack;"
Thinking,Sasha Tonik,"classical;idm;soundtrack;"
Blizzard,Sasha Tonik,"classical;idm;soundtrack;"
Blue Labyrinth,Aufklarung,"pop;progressive;psychedelic;"
million(master),FKmusic,"trance;"
back to the dreams(master),FKmusic,"trance;"
Djs(master),FKmusic,"trance;"
freestylers castle(master),FKmusic,"trance;"
Lasalsa(master),FKmusic,"trance;"
Pump the beat(master),FKmusic,"trance;"
Tranceformer(master),FKmusic,"trance;"
wavefloor(master),FKmusic,"trance;"
world of trance(master),FKmusic,"trance;"
Sunny Day,Sasha Tonik,"electronic;idm;soundtrack;"
Ballata solitaria,Angus,"jazz;lounge;"
emerald,Angus,"jazz;newage;"
giallo antilope,Angus,"jazz;jazzfusion;"
Martedì grasso,Angus,"country;"
occhi felini,Angus,"jazz;"
rurale,Angus,"country;"
samba per me,Angus,"latin;"
tricolore,Angus,"jazz;"
Underwater Adventure,Ambient Sounddesign,"ambient;chillout;easylistening;lounge;"
Wind Energy,Ambient Sounddesign,"ambient;chillout;easylistening;lounge;"
Blue Moon,Dj Satelite,"trance;"
Om Meditation In C,Ambient Sounddesign,"easylistening;lounge;newage;world;"
Om Meditation In G,Ambient Sounddesign,"easylistening;lounge;newage;world;"
Om Meditation In E,Ambient Sounddesign,"easylistening;lounge;newage;world;"
13 romantic,Bellanger Jacques jbabebel,"ambient;classical;"
Island of Dr Moreau,SoLaRiS,"ambient;atmospheric;darkambient;soundtrack;"
The Outsider,SoLaRiS,"ambient;atmospheric;darkambient;soundtrack;"
Depths,SoLaRiS,"ambient;atmospheric;darkambient;soundtrack;"
Armenian Duduk Spirit,Ambient Sounddesign,"chillout;easylistening;lounge;newage;world;"
Australian Outback,Ambient Sounddesign,"chillout;easylistening;lounge;newage;world;"
Sailing Pleasure,Ambient Sounddesign,"ambient;chillout;easylistening;lounge;newage;"
Liquid Water,Ambient Sounddesign,"ambient;chillout;easylistening;lounge;newage;"
Moving Air,Ambient Sounddesign,"ambient;chillout;easylistening;lounge;newage;"
Venus,Hatemagick,"alternative;electronic;gothic;"
The Goddess of the Fire of True Love,Hatemagick,"alternative;electronic;gothic;"
Temple of Love,Hatemagick,"alternative;electronic;gothic;"
Sophia the Goddess of Wisdom,Hatemagick,"alternative;electronic;gothic;"
Gods Among Us,Hatemagick,"alternative;electronic;gothic;"
Goddess of Immortal Ecstasy,Hatemagick,"alternative;electronic;gothic;"
Astarte,Hatemagick,"alternative;electronic;gothic;"
Gnosis,Hatemagick,"alternative;electronic;gothic;"
Holy War,Hatemagick,"alternative;electronic;gothic;"
Night Ends at Dawn,Alexandr Ossipov production music,"newage;psychedelic;soundtrack;"
Waiting Out Rain In Bamboo Hut,Alexandr Ossipov production music,"newage;"
Village In Land of Sun Setting,Alexandr Ossipov production music,"celtic;country;ethnicrock;newage;oriental;"
Earth's Lullaby,Alexandr Ossipov production music,"celtic;newage;"
Fighting robot,Djsmb,"ambient;"
Little Cookie,Reno Project,"electronic;jazz;pop;"
Phase Tone,Reno Project,"electronic;jazz;jazzfunk;pop;"
Show Flat,Reno Project,"electronic;jazz;jazzfunk;pop;"
Girls of Cobra,Reno Project,"electronic;jazz;jazzfunk;pop;"
Sand Beach Boys,Ambient Sounddesign,"ambient;chillout;easylistening;lounge;newage;"
Pink Swimsuit,Ambient Sounddesign,"ambient;chillout;easylistening;lounge;newage;"
Relax On Saturday,Ambient Sounddesign,"ambient;chillout;easylistening;lounge;newage;"
Salvo M - ONE,SALVO-M,"dance;electronic;"
La Scelta del Presidente,Millionaire Blonde,"electropop;pop;"
Boiling Ice,Ambient Sounddesign,"ambient;chillout;easylistening;lounge;newage;"
Sky Crossfeed,Ambient Sounddesign,"ambient;chillout;easylistening;lounge;newage;"
My Bike,Neon Bicycles,"80s;alternative;indie;poprock;rock;"
Dolce Vita,GYAKO,"electronic;eurodance;"
Il filo della ragnatela,Tufu,"hiphop;rap;"
21 febbraio 2013 (feat. Kai),Tufu,"hiphop;rap;"
Karma (feat. Ichi),Tufu,"hiphop;rap;"
Assassino psicopatico (parte II),Tufu,"hiphop;rap;"
CyberTufu (feat. Federica),Tufu,"hiphop;rap;"
Torino - Pavia (feat. Ichi),Tufu,"hiphop;rap;"
La legge dei grandi numeri (feat. Pionieri del Domani),Tufu,"hiphop;rap;"
Netturbino notturno,Tufu,"hiphop;rap;"
iPhone Spot,Tufu,"hiphop;rap;"
Dottorep (feat. Lazy),Tufu,"hiphop;rap;"
Extintro,Erizo,"fusion;grunge;rock;"
Samsara,Erizo,"alternative;fusion;rock;"
Oceanos,Erizo,"alternative;fusion;rock;"
Titere,Erizo,"fusion;reggae;rock;"
Por un beso,Erizo,"fusion;reggae;rock;"
Huracan,Erizo,"alternative;fusion;rock;"
Naufrago,Erizo,"alternative;fusion;rock;"
Algo mas,Erizo,"alternative;fusion;poprock;rock;"
Somos luz,Erizo,"funk;fusion;rock;"
Respira,Erizo,"african;fusion;world;worldfusion;"
Desercion,Erizo,"alternative;fusion;rock;"
Voyager 1 drums,NICOCO,"ambient;classicrock;experimental;lounge;orchestral;pop;"
Voyager 2 drums,NICOCO,"ambient;experimental;lounge;orchestral;pop;soundtrack;"
Thingy,NICOCO,"ambient;experimental;latin;pop;soundtrack;"
Strings itches,NICOCO,"ambient;classical;experimental;orchestral;soundtrack;"
Pizzy Walk,NICOCO,"ambient;classical;experimental;orchestral;soundtrack;"
No More No Less,NICOCO,"ambient;electronic;experimental;pop;soundtrack;"
Windy,NICOCO,"ambient;classical;experimental;orchestral;soundtrack;"
Baby Boy,NICOCO,"ambient;classical;experimental;orchestral;soundtrack;"
Happy Comet,NICOCO,"ambient;classical;experimental;orchestral;soundtrack;"
Bidule,NICOCO,"ambient;classical;experimental;orchestral;soundtrack;"
Suburban Taxi,Alexander Stein,"dance;electronic;"
Atlantis,LASERTRACKS,"ambient;electronic;"
Mystic Thrill,LASERTRACKS,"classical;electronic;"
Trance Spider,Alexander Stein,"dance;electronic;trance;"
- 4 Slender Man (WAVE),Merzota,"experimental;psychedelic;soundtrack;"
- 6 Sexually Preoccupied Virgin Suicide Ghost (WAVE),Merzota,"experimental;psychedelic;soundtrack;"
- 8 Cutthroat Circus (WAVE),Merzota,"experimental;psychedelic;soundtrack;"
- 10 In Heaven (WAVE),Merzota,"experimental;psychedelic;soundtrack;"
- 11 Soundhunter's Web (Outro) (WAVE),Merzota,"experimental;psychedelic;soundtrack;"
Fall Into The Soul,Sasha Tonik,"classical;idm;soundtrack;"
Blues ciel,jean-pierre.saussac,"blues;"
Angel Light,Frank Harper,"ambient;newage;"
Expulsion into Paradise,Frank Harper,"ambient;newage;"
The Final Lesson (Bg. 2.7),Frank Harper,"ambient;newage;"
